server_round,client_id,bytes_received_update,bytes_sent_global,num_samples,round_duration_sec,timestamp
56,client_5,1923,3323,60000,0.201974,2026-03-01 20:53:35
56,client_2,1923,3323,60000,0.201974,2026-03-01 20:53:35
56,client_3,1923,3323,60000,0.201974,2026-03-01 20:53:35
57,client_3,1923,3323,60000,0.345342,2026-03-01 20:53:44
57,client_4,1923,3323,60000,0.345342,2026-03-01 20:53:44
57,client_0,1923,3323,60000,0.345342,2026-03-01 20:53:44
57,client_1,1923,3323,60000,0.345342,2026-03-01 20:53:44
57,client_5,1923,3323,60000,0.345342,2026-03-01 20:53:44
57,client_2,1923,3323,60000,0.345342,2026-03-01 20:53:44
58,client_2,1923,3323,60000,0.526597,2026-03-01 20:53:53
58,client_4,1923,3323,60000,0.526597,2026-03-01 20:53:53
58,client_0,1923,3323,60000,0.526597,2026-03-01 20:53:53
58,client_3,1923,3323,60000,0.526597,2026-03-01 20:53:53
58,client_5,1923,3323,60000,0.526597,2026-03-01 20:53:53
58,client_1,1923,3323,60000,0.526597,2026-03-01 20:53:53
59,client_1,1923,3323,60000,0.402530,2026-03-01 20:54:00
59,client_2,1923,3323,60000,0.402530,2026-03-01 20:54:00
59,client_4,1923,3323,60000,0.402530,2026-03-01 20:54:00
59,client_5,1923,3323,60000,0.402530,2026-03-01 20:54:00
59,client_0,1923,3323,60000,0.402530,2026-03-01 20:54:00
59,client_3,1923,3323,60000,0.402530,2026-03-01 20:54:00
60,client_3,1923,3323,60000,0.380633,2026-03-01 20:54:08
60,client_2,1923,3323,60000,0.380633,2026-03-01 20:54:08
60,client_1,1923,3323,60000,0.380633,2026-03-01 20:54:08
60,client_4,1923,3323,60000,0.380633,2026-03-01 20:54:08
60,client_5,1923,3323,60000,0.380633,2026-03-01 20:54:08
60,client_0,1923,3323,60000,0.380633,2026-03-01 20:54:08
61,client_0,1923,3323,60000,0.550561,2026-03-01 20:54:16
61,client_2,1923,3323,60000,0.550561,2026-03-01 20:54:16
61,client_5,1923,3323,60000,0.550561,2026-03-01 20:54:16
61,client_4,1923,3323,60000,0.550561,2026-03-01 20:54:16
61,client_3,1923,3323,60000,0.550561,2026-03-01 20:54:16
61,client_1,1923,3323,60000,0.550561,2026-03-01 20:54:16
62,client_1,1923,3323,60000,0.403962,2026-03-01 20:54:24
62,client_0,1923,3323,60000,0.403962,2026-03-01 20:54:24
62,client_2,1923,3323,60000,0.403962,2026-03-01 20:54:24
62,client_5,1923,3323,60000,0.403962,2026-03-01 20:54:24
62,client_4,1923,3323,60000,0.403962,2026-03-01 20:54:24
62,client_3,1923,3323,60000,0.403962,2026-03-01 20:54:24
63,client_3,1923,3323,60000,0.521846,2026-03-01 20:54:32
63,client_1,1923,3323,60000,0.521846,2026-03-01 20:54:32
63,client_2,1923,3323,60000,0.521846,2026-03-01 20:54:32
63,client_0,1923,3323,60000,0.521846,2026-03-01 20:54:32
63,client_4,1923,3323,60000,0.521846,2026-03-01 20:54:32
63,client_5,1923,3323,60000,0.521846,2026-03-01 20:54:32
64,client_5,1923,3323,60000,2.803642,2026-03-01 20:54:43
64,client_3,1923,3323,60000,2.803642,2026-03-01 20:54:43
64,client_2,1923,3323,60000,2.803642,2026-03-01 20:54:43
64,client_1,1923,3323,60000,2.803642,2026-03-01 20:54:43
64,client_4,1923,3323,60000,2.803642,2026-03-01 20:54:43
