timestamp,run_id,seed,client_id,mode,target,num_rounds,local_epochs,avg_rtt,avg_send_time,train_time,total_round_cost,test_acc,test_loss,peak_rss_mb,avg_cpu_norm_percent
4/29/26 18:12,run_444,444,client_3,tls_pftlstyle,localhost:50052,15,1,2.285525,0.003324,20.56777,22.856619,0.9151,0.288045,852.33,7.34
4/29/26 18:19,run_90,90,client_0,tls_pftlstyle,localhost:50052,15,1,3.178471,0.002364,19.224969,22.405804,0.9123,0.289286,882.56,7.75
4/29/26 18:19,run_90,90,client_5,tls_pftlstyle,localhost:50052,15,1,3.15777,0.002634,19.245819,22.406223,0.9123,0.289286,848.2,7.62
4/29/26 18:19,run_90,90,client_2,tls_pftlstyle,localhost:50052,15,1,4.54469,0.002823,17.88252,22.430034,0.9123,0.289286,805.44,7.82
4/29/26 18:19,run_90,90,client_4,tls_pftlstyle,localhost:50052,15,1,1.429545,0.002848,21.017609,22.450002,0.9123,0.289286,845.69,7.55
4/29/26 18:19,run_90,90,client_3,tls_pftlstyle,localhost:50052,15,1,3.403865,0.002245,19.016665,22.422775,0.9123,0.289286,852.81,7.67
4/29/26 18:19,run_90,90,client_1,tls_pftlstyle,localhost:50052,15,1,2.670829,0.003087,19.774439,22.448356,0.9123,0.289286,797.28,7.57
4/29/26 18:25,run_109,109,client_4,tls_pftlstyle,localhost:50052,15,1,1.734438,0.00397,20.549406,22.287814,0.913,0.290359,820.11,7.59
4/29/26 18:25,run_109,109,client_3,tls_pftlstyle,localhost:50052,15,1,1.978356,0.002337,20.275731,22.256424,0.913,0.290359,857.3,7.47
4/29/26 18:25,run_109,109,client_0,tls_pftlstyle,localhost:50052,15,1,2.32582,0.002715,19.887438,22.215973,0.913,0.290359,884.62,7.45
4/29/26 18:25,run_109,109,client_2,tls_pftlstyle,localhost:50052,15,1,2.49124,0.004732,19.768241,22.264213,0.913,0.290359,856.33,7.56
4/29/26 18:25,run_109,109,client_1,tls_pftlstyle,localhost:50052,15,1,2.384523,0.002348,19.872639,22.259509,0.913,0.290359,855.69,7.42
4/29/26 18:25,run_109,109,client_5,tls_pftlstyle,localhost:50052,15,1,2.527114,0.00268,19.747358,22.277153,0.913,0.290359,848.28,7.5
